TEXTURE AT STRAIN =    0.0000
   1.000   1.000   1.000  <-- length of phase ellipsoid axes
  105.87   71.46   54.62  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
  130.97   94.94 -111.86   0.0016500
TEXTURE AT STRAIN =    0.2500
   1.001   1.075   0.929  <-- length of phase ellipsoid axes
  149.59    4.96 -108.53  <-- Euler angles (deg) of phase ellipsoid axes
B       500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
  130.97   94.91 -111.19   0.0016500
